trial_id,geometry_trial_id,object_name,task_name,mode,policy_variant,benchmark_cell,seed,execution_success,goal_completion_pct,peak_success_count,tracking_success_rate,translation_rmse_m,rotation_rmse_deg,mean_translation_error_m,mean_rotation_error_deg,final_translation_error_m,final_rotation_error_deg,geometry_goal_count,execution_goal_count,reference_goal_count,execution_goal_transform,execution_goal_cycle_style,failure_stage,failure_category,error,artifact_dir,trace_path,resolved_baseline_object,eval_returncode,produced_eval_json,replay_artifact_path
0060_long_screwdriver_llm_lie_x+0p150_y-0p130_pretrained,0060_long_screwdriver_llm_lie_x+0p150_y-0p130,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,38.0,38,0.0,0.16391787714442857,70.81982824488759,0.12127012481564078,57.03356001361713,0.8535468396166692,162.01977063518248,9,100,100,cycle_to_predefined_length,forward_repeat,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0060_long_screwdriver_llm_lie_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0060_long_screwdriver_llm_lie_x+0p150_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0060_long_screwdriver_llm_lie_x+0p150_y-0p130_pretrained.json
0061_long_screwdriver_llm_lie_x-0p150_y-0p080_pretrained,0061_long_screwdriver_llm_lie_x-0p150_y-0p080,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,66.0,66,0.0,0.1355732935798336,62.55118718895799,0.09823579352062148,50.73661133173014,0.8272037908633049,84.97850864144142,9,100,100,cycle_to_predefined_length,forward_repeat,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0061_long_screwdriver_llm_lie_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0061_long_screwdriver_llm_lie_x-0p150_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0061_long_screwdriver_llm_lie_x-0p150_y-0p080_pretrained.json
0062_long_screwdriver_llm_lie_x+0p000_y-0p080_pretrained,0062_long_screwdriver_llm_lie_x+0p000_y-0p080,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.00013867702121758425,0.10792876022936898,55.4648765634616,0.08492357202576122,45.56350110045583,0.038582597692924936,10.384039657482063,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v2/execution/artifacts/0062_long_screwdriver_llm_lie_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0062_long_screwdriver_llm_lie_x+0p000_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0062_long_screwdriver_llm_lie_x+0p000_y-0p080_pretrained.json
0063_long_screwdriver_llm_lie_x+0p150_y-0p080_pretrained,0063_long_screwdriver_llm_lie_x+0p150_y-0p080,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,15.0,15,0.0,0.14541276206346337,47.84791464541132,0.10650769211006919,30.021569798690212,0.834039834283067,117.85423044572126,9,100,100,cycle_to_predefined_length,forward_repeat,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0063_long_screwdriver_llm_lie_x+0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0063_long_screwdriver_llm_lie_x+0p150_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0063_long_screwdriver_llm_lie_x+0p150_y-0p080_pretrained.json
0064_long_screwdriver_llm_lie_x-0p150_y-0p030_pretrained,0064_long_screwdriver_llm_lie_x-0p150_y-0p030,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.11515461471813976,56.63637920450974,0.08961548055012682,48.65141792866252,0.0338631606574032,10.69450889937659,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v2/execution/artifacts/0064_long_screwdriver_llm_lie_x-0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0064_long_screwdriver_llm_lie_x-0p150_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0064_long_screwdriver_llm_lie_x-0p150_y-0p030_pretrained.json
0065_long_screwdriver_llm_lie_x+0p000_y-0p030_pretrained,0065_long_screwdriver_llm_lie_x+0p000_y-0p030,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.09798354088120607,48.73402398258125,0.08086526209664645,37.066589083236536,0.03920781383899196,4.205519127862256,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v2/execution/artifacts/0065_long_screwdriver_llm_lie_x+0p000_y-0p030_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0065_long_screwdriver_llm_lie_x+0p000_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0065_long_screwdriver_llm_lie_x+0p000_y-0p030_pretrained.json
0066_long_screwdriver_llm_lie_x+0p150_y-0p030_pretrained,0066_long_screwdriver_llm_lie_x+0p150_y-0p030,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,28.0,28,0.0,0.10550036674771056,29.676043298913786,0.08732252304962829,16.413035820228597,0.09643652427218846,15.524925230534043,9,100,100,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v2/execution/artifacts/0066_long_screwdriver_llm_lie_x+0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0066_long_screwdriver_llm_lie_x+0p150_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0066_long_screwdriver_llm_lie_x+0p150_y-0p030_pretrained.json
0067_long_screwdriver_llm_only_x-0p150_y-0p130_pretrained,0067_long_screwdriver_llm_only_x-0p150_y-0p130,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,25.0,25,0.0,0.13608538261864353,112.05144387133184,0.11167118672735193,82.16449390817826,0.8443863438275442,73.50725232494885,100,100,100,identity,,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0067_long_screwdriver_llm_only_x-0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0067_long_screwdriver_llm_only_x-0p150_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0067_long_screwdriver_llm_only_x-0p150_y-0p130_pretrained.json
0068_long_screwdriver_llm_only_x+0p000_y-0p130_pretrained,0068_long_screwdriver_llm_only_x+0p000_y-0p130,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,68.0,68,0.002063679245283019,0.1049209821883817,104.2876310759436,0.08794448578565017,86.82059353961716,0.758181427664404,73.46325881243024,100,100,100,identity,,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0068_long_screwdriver_llm_only_x+0p000_y-0p130_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0068_long_screwdriver_llm_only_x+0p000_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0068_long_screwdriver_llm_only_x+0p000_y-0p130_pretrained.json
0069_long_screwdriver_llm_only_x+0p150_y-0p130_pretrained,0069_long_screwdriver_llm_only_x+0p150_y-0p130,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,34.0,34,0.0008841732979664014,0.1189068715758472,107.57212290216206,0.09931393489266738,81.56158866098015,0.7621616260843679,82.41520591861978,100,100,100,identity,,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0069_long_screwdriver_llm_only_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0069_long_screwdriver_llm_only_x+0p150_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0069_long_screwdriver_llm_only_x+0p150_y-0p130_pretrained.json
