trial_id,geometry_trial_id,object_name,task_name,mode,policy_variant,benchmark_cell,seed,execution_success,goal_completion_pct,peak_success_count,tracking_success_rate,translation_rmse_m,rotation_rmse_deg,mean_translation_error_m,mean_rotation_error_deg,final_translation_error_m,final_rotation_error_deg,geometry_goal_count,execution_goal_count,reference_goal_count,execution_goal_transform,execution_goal_cycle_style,failure_stage,failure_category,error,artifact_dir,trace_path,resolved_baseline_object,eval_returncode,produced_eval_json,replay_artifact_path
0010_claw_hammer_llm_only_x-0p150_y-0p130_pretrained,0010_claw_hammer_llm_only_x-0p150_y-0p130,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.01597444089456869,0.054264158425382646,16.20373857304236,0.049565679817901706,12.344036668589299,0.07946999306014055,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0010_claw_hammer_llm_only_x-0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0010_claw_hammer_llm_only_x-0p150_y-0p130_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0010_claw_hammer_llm_only_x-0p150_y-0p130_pretrained.json
0011_claw_hammer_llm_only_x+0p000_y-0p130_pretrained,0011_claw_hammer_llm_only_x+0p000_y-0p130,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.016556291390728478,0.0584273516832438,16.822574047038866,0.053545943007471966,13.421951637847958,0.07845038812848801,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0011_claw_hammer_llm_only_x+0p000_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0011_claw_hammer_llm_only_x+0p000_y-0p130_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0011_claw_hammer_llm_only_x+0p000_y-0p130_pretrained.json
0012_claw_hammer_llm_only_x+0p150_y-0p130_pretrained,0012_claw_hammer_llm_only_x+0p150_y-0p130,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.01967799642218247,0.060225894092168816,18.338642309834658,0.05553626529947799,14.672147386277532,0.08014441566602469,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0012_claw_hammer_llm_only_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0012_claw_hammer_llm_only_x+0p150_y-0p130_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0012_claw_hammer_llm_only_x+0p150_y-0p130_pretrained.json
0013_claw_hammer_llm_only_x-0p150_y-0p080_pretrained,0013_claw_hammer_llm_only_x-0p150_y-0p080,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.03225806451612903,0.05739973399700344,16.399158778089888,0.05252632289491975,12.318332522796885,0.07944321961006483,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0013_claw_hammer_llm_only_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0013_claw_hammer_llm_only_x-0p150_y-0p080_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0013_claw_hammer_llm_only_x-0p150_y-0p080_pretrained.json
0014_claw_hammer_llm_only_x+0p000_y-0p080_pretrained,0014_claw_hammer_llm_only_x+0p000_y-0p080,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.02442159383033419,0.0567071247264967,15.631651416889797,0.052735572153823115,11.982435235855691,0.0772413300860747,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0014_claw_hammer_llm_only_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0014_claw_hammer_llm_only_x+0p000_y-0p080_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0014_claw_hammer_llm_only_x+0p000_y-0p080_pretrained.json
0015_claw_hammer_llm_only_x+0p150_y-0p080_pretrained,0015_claw_hammer_llm_only_x+0p150_y-0p080,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.005357142857142857,0.05814704738660264,18.475049539378926,0.053687007955843545,14.945199463143627,0.07860353272716392,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0015_claw_hammer_llm_only_x+0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0015_claw_hammer_llm_only_x+0p150_y-0p080_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0015_claw_hammer_llm_only_x+0p150_y-0p080_pretrained.json
0016_claw_hammer_llm_only_x-0p150_y-0p030_pretrained,0016_claw_hammer_llm_only_x-0p150_y-0p030,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.011188811188811189,0.05827506985844119,15.19343642751451,0.054147453756369236,11.556005399545748,0.07927877265152876,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0016_claw_hammer_llm_only_x-0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0016_claw_hammer_llm_only_x-0p150_y-0p030_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0016_claw_hammer_llm_only_x-0p150_y-0p030_pretrained.json
0017_claw_hammer_llm_only_x+0p000_y-0p030_pretrained,0017_claw_hammer_llm_only_x+0p000_y-0p030,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.023172905525846704,0.05700148860253063,16.232393409032248,0.05217792414482987,12.161352059401747,0.07842546780846502,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0017_claw_hammer_llm_only_x+0p000_y-0p030_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0017_claw_hammer_llm_only_x+0p000_y-0p030_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0017_claw_hammer_llm_only_x+0p000_y-0p030_pretrained.json
0018_claw_hammer_llm_only_x+0p150_y-0p030_pretrained,0018_claw_hammer_llm_only_x+0p150_y-0p030,claw_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.01855287569573284,0.06045909228389915,16.85708341257374,0.0553514416840129,12.752902695220168,0.07706268239439303,4.4321367066224315,37,37,37,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0018_claw_hammer_llm_only_x+0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0018_claw_hammer_llm_only_x+0p150_y-0p030_pretrained/trace.json,claw_hammer,0.0,True,execution/replay/trials/0018_claw_hammer_llm_only_x+0p150_y-0p030_pretrained.json
0019_mallet_hammer_predefined_pretrained,0019_mallet_hammer_predefined,mallet_hammer,swing_down,predefined,pretrained,predefined + pretrained,0,True,100.0,100,0.007309941520467836,0.05734434625194402,19.670281358906937,0.0532191334513238,15.644270944900642,0.0730154006234895,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0019_mallet_hammer_predefined_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0019_mallet_hammer_predefined_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0019_mallet_hammer_predefined_pretrained.json
0020_mallet_hammer_llm_lie_x-0p150_y-0p130_pretrained,0020_mallet_hammer_llm_lie_x-0p150_y-0p130,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.01020408163265306,0.06558001923069047,31.762067620066674,0.05598425553436254,19.23263560402046,0.13148001569101275,102.05471240853052,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0020_mallet_hammer_llm_lie_x-0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0020_mallet_hammer_llm_lie_x-0p150_y-0p130_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0020_mallet_hammer_llm_lie_x-0p150_y-0p130_pretrained.json
0021_mallet_hammer_llm_lie_x+0p000_y-0p130_pretrained,0021_mallet_hammer_llm_lie_x+0p000_y-0p130,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.03231292517006803,0.0694029154742519,34.37553993576208,0.058277424601469105,22.616699909712544,0.12515913906449816,92.77589466243984,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0021_mallet_hammer_llm_lie_x+0p000_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0021_mallet_hammer_llm_lie_x+0p000_y-0p130_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0021_mallet_hammer_llm_lie_x+0p000_y-0p130_pretrained.json
0022_mallet_hammer_llm_lie_x+0p150_y-0p130_pretrained,0022_mallet_hammer_llm_lie_x+0p150_y-0p130,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.024953789279112754,0.06426002200877913,27.695508347426447,0.05449887534957566,18.757217542791388,0.13613849051133034,87.32036386452113,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0022_mallet_hammer_llm_lie_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0022_mallet_hammer_llm_lie_x+0p150_y-0p130_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0022_mallet_hammer_llm_lie_x+0p150_y-0p130_pretrained.json
0023_mallet_hammer_llm_lie_x-0p150_y-0p080_pretrained,0023_mallet_hammer_llm_lie_x-0p150_y-0p080,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0045351473922902496,0.06253055695227058,30.053908366033504,0.054215270357347516,16.82758396835671,0.12183481954591467,105.89744751994884,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0023_mallet_hammer_llm_lie_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0023_mallet_hammer_llm_lie_x-0p150_y-0p080_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0023_mallet_hammer_llm_lie_x-0p150_y-0p080_pretrained.json
0024_mallet_hammer_llm_lie_x+0p000_y-0p080_pretrained,0024_mallet_hammer_llm_lie_x+0p000_y-0p080,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,False,38.888888888888886,39,0.013856812933025405,0.12248668133061391,65.52521528260846,0.08689578505135631,49.06139374223807,0.14485802976270973,95.56298170025379,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0024_mallet_hammer_llm_lie_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0024_mallet_hammer_llm_lie_x+0p000_y-0p080_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0024_mallet_hammer_llm_lie_x+0p000_y-0p080_pretrained.json
0025_mallet_hammer_llm_lie_x+0p150_y-0p080_pretrained,0025_mallet_hammer_llm_lie_x+0p150_y-0p080,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.010080645161290322,0.06981199792190376,30.97708891778248,0.05609443207738045,23.550649519176247,0.16609764967021692,87.66278265983355,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0025_mallet_hammer_llm_lie_x+0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0025_mallet_hammer_llm_lie_x+0p150_y-0p080_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0025_mallet_hammer_llm_lie_x+0p150_y-0p080_pretrained.json
0026_mallet_hammer_llm_lie_x-0p150_y-0p030_pretrained,0026_mallet_hammer_llm_lie_x-0p150_y-0p030,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.008086253369272238,0.06452421814996927,34.25441775349907,0.05513476769970197,19.79554992296582,0.11802574540807297,110.78415512098243,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0026_mallet_hammer_llm_lie_x-0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0026_mallet_hammer_llm_lie_x-0p150_y-0p030_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0026_mallet_hammer_llm_lie_x-0p150_y-0p030_pretrained.json
0027_mallet_hammer_llm_lie_x+0p000_y-0p030_pretrained,0027_mallet_hammer_llm_lie_x+0p000_y-0p030,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.03225806451612903,0.08701166434427958,41.2315624499352,0.06607422728698173,27.807108110226324,0.16820810084350407,100.81359961181334,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0027_mallet_hammer_llm_lie_x+0p000_y-0p030_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0027_mallet_hammer_llm_lie_x+0p000_y-0p030_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0027_mallet_hammer_llm_lie_x+0p000_y-0p030_pretrained.json
0028_mallet_hammer_llm_lie_x+0p150_y-0p030_pretrained,0028_mallet_hammer_llm_lie_x+0p150_y-0p030,mallet_hammer,swing_down,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.008053691275167786,0.09080582985910869,42.50171095876621,0.06983078584044228,34.54155697125715,0.20206585089465534,88.82329033488655,10,36,36,cycle_to_predefined_length,mirrored,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0028_mallet_hammer_llm_lie_x+0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0028_mallet_hammer_llm_lie_x+0p150_y-0p030_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0028_mallet_hammer_llm_lie_x+0p150_y-0p030_pretrained.json
0029_mallet_hammer_llm_only_x-0p150_y-0p130_pretrained,0029_mallet_hammer_llm_only_x-0p150_y-0p130,mallet_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.023346303501945526,0.059084728649379026,21.77031767304233,0.05214576961346397,16.734859835785763,0.07171751691760615,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0029_mallet_hammer_llm_only_x-0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0029_mallet_hammer_llm_only_x-0p150_y-0p130_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0029_mallet_hammer_llm_only_x-0p150_y-0p130_pretrained.json
0030_mallet_hammer_llm_only_x+0p000_y-0p130_pretrained,0030_mallet_hammer_llm_only_x+0p000_y-0p130,mallet_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.022156573116691284,0.056073307586183604,20.437015288805,0.05013261914077092,16.06111855179879,0.07289241132155462,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0030_mallet_hammer_llm_only_x+0p000_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0030_mallet_hammer_llm_only_x+0p000_y-0p130_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0030_mallet_hammer_llm_only_x+0p000_y-0p130_pretrained.json
0031_mallet_hammer_llm_only_x+0p150_y-0p130_pretrained,0031_mallet_hammer_llm_only_x+0p150_y-0p130,mallet_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.017578125,0.06041151016811313,18.83889579152449,0.05433725977035313,15.7763404942476,0.07250540346525161,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0031_mallet_hammer_llm_only_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0031_mallet_hammer_llm_only_x+0p150_y-0p130_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0031_mallet_hammer_llm_only_x+0p150_y-0p130_pretrained.json
0032_mallet_hammer_llm_only_x-0p150_y-0p080_pretrained,0032_mallet_hammer_llm_only_x-0p150_y-0p080,mallet_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.02610441767068273,0.05837163542664897,16.122539623256863,0.05144021396626621,13.21201713448505,0.07295725937920548,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0032_mallet_hammer_llm_only_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0032_mallet_hammer_llm_only_x-0p150_y-0p080_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0032_mallet_hammer_llm_only_x-0p150_y-0p080_pretrained.json
0033_mallet_hammer_llm_only_x+0p000_y-0p080_pretrained,0033_mallet_hammer_llm_only_x+0p000_y-0p080,mallet_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.016791044776119403,0.05891824280115317,18.417752486843845,0.05228007444083934,14.438672011894585,0.07424965502855771,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0033_mallet_hammer_llm_only_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0033_mallet_hammer_llm_only_x+0p000_y-0p080_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0033_mallet_hammer_llm_only_x+0p000_y-0p080_pretrained.json
0034_mallet_hammer_llm_only_x+0p150_y-0p080_pretrained,0034_mallet_hammer_llm_only_x+0p150_y-0p080,mallet_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.0260989010989011,0.05470245760869162,16.94323189499001,0.05103259576516513,12.894033935660696,0.07161799108749613,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0034_mallet_hammer_llm_only_x+0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0034_mallet_hammer_llm_only_x+0p150_y-0p080_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0034_mallet_hammer_llm_only_x+0p150_y-0p080_pretrained.json
0035_mallet_hammer_llm_only_x-0p150_y-0p030_pretrained,0035_mallet_hammer_llm_only_x-0p150_y-0p030,mallet_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.017150395778364115,0.05819068611653268,18.327802146599808,0.052326972252891644,14.044924870983044,0.07790381688952056,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0035_mallet_hammer_llm_only_x-0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0035_mallet_hammer_llm_only_x-0p150_y-0p030_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0035_mallet_hammer_llm_only_x-0p150_y-0p030_pretrained.json
0036_mallet_hammer_llm_only_x+0p000_y-0p030_pretrained,0036_mallet_hammer_llm_only_x+0p000_y-0p030,mallet_hammer,swing_down,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.004026845637583893,0.056991426419600213,16.965078517516005,0.052705618861670175,13.124809674510356,0.07249386628014011,6.925724076977944,36,36,36,identity,,,,,experiments/results/thesis_main_v3_v1/execution/artifacts/0036_mallet_hammer_llm_only_x+0p000_y-0p030_pretrained,experiments/results/thesis_main_v3_v1/execution/artifacts/0036_mallet_hammer_llm_only_x+0p000_y-0p030_pretrained/trace.json,mallet_hammer,0.0,True,execution/replay/trials/0036_mallet_hammer_llm_only_x+0p000_y-0p030_pretrained.json
